afrikaans-afribooms-ud-2.10-220711 raw_text Tokens:99.78 Sentences:98.59 Words:99.78 UPOS:98.58 XPOS:95.46 UFeats:98.13 AllTags:95.33 Lemmas:97.43 UAS:90.10 LAS:87.23 CLAS:82.16 MLAS:78.64 BLEX:78.59
indonesian-gsd-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:94.66 XPOS:94.26 UFeats:95.99 AllTags:89.17 Lemmas:98.53 UAS:88.57 LAS:82.42 CLAS:79.05 MLAS:73.21 BLEX:77.88
indonesian-csui-ud-2.10-220711 raw_text Tokens:99.77 Sentences:91.01 Words:99.45 UPOS:96.05 XPOS:96.14 UFeats:96.85 AllTags:95.43 Lemmas:98.23 UAS:86.38 LAS:82.10 CLAS:79.81 MLAS:76.54 BLEX:78.80
indonesian-csui-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.56 XPOS:96.72 UFeats:97.37 AllTags:95.99 Lemmas:98.87 UAS:87.77 LAS:83.28 CLAS:80.94 MLAS:77.62 BLEX:79.92
irish-idt-ud-2.10-220711 raw_text Tokens:99.72 Sentences:97.25 Words:99.72 UPOS:95.63 XPOS:94.76 UFeats:90.33 AllTags:87.14 Lemmas:95.30 UAS:86.74 LAS:81.10 CLAS:76.13 MLAS:64.20 BLEX:71.52
irish-idt-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:95.89 XPOS:95.07 UFeats:90.60 AllTags:87.46 Lemmas:95.54 UAS:87.28 LAS:81.64 CLAS:76.56 MLAS:64.56 BLEX:71.85
italian-isdt-ud-2.10-220711 raw_text Tokens:99.93 Sentences:98.76 Words:99.84 UPOS:98.57 XPOS:98.50 UFeats:98.25 AllTags:97.67 Lemmas:98.79 UAS:94.66 LAS:93.01 CLAS:89.48 MLAS:86.61 BLEX:88.00
italian-isdt-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.72 XPOS:98.65 UFeats:98.41 AllTags:97.83 Lemmas:98.95 UAS:94.96 LAS:93.34 CLAS:89.86 MLAS:86.97 BLEX:88.40
italian-markit-ud-2.10-220711 raw_text Tokens:99.95 Sentences:98.24 Words:99.59 UPOS:96.76 XPOS:97.00 UFeats:93.80 AllTags:92.08 Lemmas:88.18 UAS:88.36 LAS:84.51 CLAS:80.39 MLAS:69.95 BLEX:77.77
italian-markit-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.15 XPOS:97.40 UFeats:94.10 AllTags:92.35 Lemmas:88.54 UAS:89.13 LAS:85.26 CLAS:81.14 MLAS:70.51 BLEX:78.46
italian-partut-ud-2.10-220711 raw_text Tokens:99.75 Sentences:100.00 Words:99.73 UPOS:98.43 XPOS:98.43 UFeats:98.35 AllTags:97.61 Lemmas:98.68 UAS:96.21 LAS:94.18 CLAS:90.54 MLAS:87.87 BLEX:89.09
italian-partut-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.54 XPOS:98.57 UFeats:98.49 AllTags:97.69 Lemmas:98.93 UAS:96.26 LAS:94.15 CLAS:90.51 MLAS:87.68 BLEX:89.07
italian-postwita-ud-2.10-220711 raw_text Tokens:99.67 Sentences:28.11 Words:99.40 UPOS:96.43 XPOS:96.18 UFeats:96.30 AllTags:94.79 Lemmas:96.72 UAS:80.61 LAS:76.89 CLAS:68.94 MLAS:65.29 BLEX:66.90
italian-postwita-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.04 XPOS:96.82 UFeats:96.80 AllTags:95.29 Lemmas:97.31 UAS:88.34 LAS:84.19 CLAS:79.85 MLAS:75.32 BLEX:77.32
italian-twittiro-ud-2.10-220711 raw_text Tokens:99.48 Sentences:39.36 Words:99.14 UPOS:95.92 XPOS:95.92 UFeats:95.07 AllTags:93.46 Lemmas:94.50 UAS:82.23 LAS:77.79 CLAS:69.89 MLAS:64.50 BLEX:65.42
italian-twittiro-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.91 XPOS:96.61 UFeats:96.00 AllTags:94.15 Lemmas:95.16 UAS:88.07 LAS:83.53 CLAS:78.14 MLAS:71.89 BLEX:72.69
italian-vit-ud-2.10-220711 raw_text Tokens:99.99 Sentences:96.73 Words:99.76 UPOS:98.14 XPOS:97.39 UFeats:97.64 AllTags:96.21 Lemmas:98.89 UAS:92.08 LAS:89.16 CLAS:84.65 MLAS:80.93 BLEX:83.70
italian-vit-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.36 XPOS:97.71 UFeats:97.85 AllTags:96.53 Lemmas:99.10 UAS:92.88 LAS:89.97 CLAS:85.60 MLAS:81.91 BLEX:84.63
japanese-gsd-ud-2.10-220711 raw_text Tokens:96.17 Sentences:100.00 Words:96.17 UPOS:94.93 XPOS:94.18 UFeats:96.16 AllTags:93.81 Lemmas:95.05 UAS:87.68 LAS:86.85 CLAS:82.10 MLAS:80.43 BLEX:80.78
japanese-gsd-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.55 XPOS:97.50 UFeats:99.99 AllTags:97.13 Lemmas:98.47 UAS:94.73 LAS:93.75 CLAS:90.40 MLAS:88.50 BLEX:88.34
japanese-gsdluw-ud-2.10-220711 raw_text Tokens:95.18 Sentences:99.72 Words:95.18 UPOS:93.81 XPOS:93.54 UFeats:95.18 AllTags:93.46 Lemmas:93.66 UAS:86.22 LAS:85.54 CLAS:79.16 MLAS:76.27 BLEX:76.58
japanese-gsdluw-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.36 XPOS:98.05 UFeats:100.00 AllTags:97.93 Lemmas:97.89 UAS:95.23 LAS:94.18 CLAS:88.82 MLAS:86.38 BLEX:85.19
korean-kaist-ud-2.10-220711 raw_text Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:95.88 XPOS:87.74 UFeats:100.00 AllTags:87.56 Lemmas:94.17 UAS:89.33 LAS:87.47 CLAS:85.37 MLAS:82.15 BLEX:80.14
korean-kaist-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:95.88 XPOS:87.74 UFeats:100.00 AllTags:87.56 Lemmas:94.17 UAS:89.33 LAS:87.47 CLAS:85.37 MLAS:82.15 BLEX:80.14
korean-gsd-ud-2.10-220711 raw_text Tokens:99.87 Sentences:93.93 Words:99.87 UPOS:96.57 XPOS:90.27 UFeats:99.67 AllTags:88.02 Lemmas:93.57 UAS:88.54 LAS:84.91 CLAS:82.96 MLAS:80.73 BLEX:77.23
korean-gsd-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.73 XPOS:90.43 UFeats:99.80 AllTags:88.20 Lemmas:93.69 UAS:89.27 LAS:85.61 CLAS:83.74 MLAS:81.45 BLEX:77.93
latin-ittb-ud-2.10-220711 raw_text Tokens:99.99 Sentences:91.21 Words:99.99 UPOS:98.91 XPOS:96.58 UFeats:96.75 AllTags:95.19 Lemmas:99.18 UAS:90.53 LAS:88.53 CLAS:86.55 MLAS:82.07 BLEX:86.07
latin-ittb-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.92 XPOS:96.57 UFeats:96.78 AllTags:95.20 Lemmas:99.18 UAS:91.50 LAS:89.51 CLAS:87.10 MLAS:82.63 BLEX:86.59
latin-llct-ud-2.10-220711 raw_text Tokens:100.00 Sentences:99.49 Words:100.00 UPOS:99.68 XPOS:97.14 UFeats:97.26 AllTags:96.89 Lemmas:97.78 UAS:95.55 LAS:94.56 CLAS:93.59 MLAS:89.80 BLEX:90.95
latin-llct-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:99.68 XPOS:97.15 UFeats:97.27 AllTags:96.90 Lemmas:97.78 UAS:95.55 LAS:94.57 CLAS:93.61 MLAS:89.81 BLEX:90.97
latin-perseus-ud-2.10-220711 raw_text Tokens:100.00 Sentences:98.46 Words:100.00 UPOS:91.83 XPOS:80.66 UFeats:86.12 AllTags:78.56 Lemmas:88.13 UAS:77.98 LAS:68.59 CLAS:64.26 MLAS:52.30 BLEX:55.51
latin-perseus-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:91.85 XPOS:80.66 UFeats:86.12 AllTags:78.55 Lemmas:88.16 UAS:78.14 LAS:68.71 CLAS:64.31 MLAS:52.39 BLEX:55.58
latin-proiel-ud-2.10-220711 raw_text Tokens:99.87 Sentences:36.81 Words:99.87 UPOS:96.69 XPOS:96.87 UFeats:90.56 AllTags:89.54 Lemmas:96.21 UAS:74.07 LAS:69.56 CLAS:66.10 MLAS:56.74 BLEX:63.93
latin-proiel-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.12 XPOS:97.32 UFeats:91.19 AllTags:90.27 Lemmas:96.44 UAS:83.20 LAS:78.50 CLAS:75.46 MLAS:66.34 BLEX:73.00
latin-udante-ud-2.10-220711 raw_text Tokens:99.91 Sentences:98.81 Words:99.61 UPOS:90.58 XPOS:75.59 UFeats:81.31 AllTags:71.62 Lemmas:87.25 UAS:75.26 LAS:67.81 CLAS:59.61 MLAS:43.95 BLEX:50.36
latin-udante-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:90.82 XPOS:75.70 UFeats:81.53 AllTags:71.70 Lemmas:87.44 UAS:75.50 LAS:67.97 CLAS:59.72 MLAS:44.08 BLEX:50.51
latvian-lvtb-ud-2.10-220711 raw_text Tokens:99.31 Sentences:97.83 Words:99.31 UPOS:96.51 XPOS:89.83 UFeats:93.86 AllTags:89.08 Lemmas:95.92 UAS:88.75 LAS:85.79 CLAS:83.63 MLAS:76.04 BLEX:80.25
latvian-lvtb-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.14 XPOS:90.43 UFeats:94.50 AllTags:89.67 Lemmas:96.55 UAS:89.84 LAS:86.82 CLAS:84.71 MLAS:77.09 BLEX:81.31
lithuanian-alksnis-ud-2.10-220711 raw_text Tokens:99.91 Sentences:87.87 Words:99.91 UPOS:95.94 XPOS:90.44 UFeats:91.03 AllTags:89.52 Lemmas:93.60 UAS:82.45 LAS:78.64 CLAS:76.65 MLAS:67.97 BLEX:71.37
lithuanian-alksnis-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.04 XPOS:90.52 UFeats:91.16 AllTags:89.63 Lemmas:93.69 UAS:83.70 LAS:79.88 CLAS:77.73 MLAS:68.98 BLEX:72.36
lithuanian-hse-ud-2.10-220711 raw_text Tokens:97.30 Sentences:97.30 Words:97.30 UPOS:89.28 XPOS:90.21 UFeats:83.13 AllTags:78.38 Lemmas:88.16 UAS:70.27 LAS:61.79 CLAS:60.14 MLAS:45.67 BLEX:54.04
lithuanian-hse-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:91.23 XPOS:92.36 UFeats:85.19 AllTags:80.09 Lemmas:90.57 UAS:73.96 LAS:64.53 CLAS:62.53 MLAS:47.54 BLEX:56.10
maltese-mudt-ud-2.10-220711 raw_text Tokens:99.84 Sentences:86.29 Words:99.84 UPOS:95.80 XPOS:95.79 UFeats:99.84 AllTags:95.35 Lemmas:99.84 UAS:84.96 LAS:80.07 CLAS:72.86 MLAS:68.98 BLEX:72.86
maltese-mudt-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:95.95 XPOS:95.92 UFeats:100.00 AllTags:95.48 Lemmas:100.00 UAS:85.65 LAS:80.70 CLAS:73.33 MLAS:69.40 BLEX:73.33
marathi-ufal-ud-2.10-220711 raw_text Tokens:98.80 Sentences:92.63 Words:90.25 UPOS:76.50 XPOS:90.25 UFeats:65.25 AllTags:60.75 Lemmas:80.75 UAS:60.75 LAS:50.75 CLAS:44.26 MLAS:28.39 BLEX:38.00
marathi-ufal-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:82.52 XPOS:100.00 UFeats:67.96 AllTags:62.86 Lemmas:80.83 UAS:68.93 LAS:58.50 CLAS:51.45 MLAS:29.46 BLEX:38.17
naija-nsc-ud-2.10-220711 raw_text Tokens:99.94 Sentences:100.00 Words:99.94 UPOS:98.03 XPOS:99.94 UFeats:98.94 AllTags:97.53 Lemmas:99.32 UAS:93.65 LAS:90.99 CLAS:90.08 MLAS:88.13 BLEX:89.60
naija-nsc-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.08 XPOS:100.00 UFeats:99.00 AllTags:97.58 Lemmas:99.38 UAS:93.75 LAS:91.08 CLAS:90.15 MLAS:88.21 BLEX:89.68
north_sami-giella-ud-2.10-220711 raw_text Tokens:99.87 Sentences:98.79 Words:99.87 UPOS:91.77 XPOS:93.54 UFeats:89.30 AllTags:85.36 Lemmas:87.01 UAS:75.16 LAS:70.43 CLAS:68.36 MLAS:59.76 BLEX:58.27
north_sami-giella-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:91.91 XPOS:93.67 UFeats:89.45 AllTags:85.52 Lemmas:87.13 UAS:75.47 LAS:70.76 CLAS:68.66 MLAS:60.05 BLEX:58.56
norwegian-bokmaal-ud-2.10-220711 raw_text Tokens:99.77 Sentences:96.05 Words:99.77 UPOS:98.35 XPOS:99.77 UFeats:97.43 AllTags:96.82 Lemmas:98.57 UAS:93.62 LAS:92.16 CLAS:90.20 MLAS:86.91 BLEX:88.74
norwegian-bokmaal-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.61 XPOS:100.00 UFeats:97.68 AllTags:97.07 Lemmas:98.82 UAS:94.40 LAS:92.91 CLAS:90.96 MLAS:87.59 BLEX:89.43
norwegian-nynorsk-ud-2.10-220711 raw_text Tokens:99.93 Sentences:94.17 Words:99.93 UPOS:98.24 XPOS:99.93 UFeats:97.34 AllTags:96.55 Lemmas:98.40 UAS:93.89 LAS:92.18 CLAS:90.21 MLAS:86.03 BLEX:88.36
norwegian-nynorsk-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.41 XPOS:100.00 UFeats:97.50 AllTags:96.73 Lemmas:98.53 UAS:94.63 LAS:92.93 CLAS:91.06 MLAS:86.93 BLEX:89.20
norwegian-nynorsklia-ud-2.10-220711 raw_text Tokens:99.91 Sentences:99.53 Words:99.91 UPOS:96.61 XPOS:99.91 UFeats:95.71 AllTags:93.75 Lemmas:98.05 UAS:81.18 LAS:76.61 CLAS:71.59 MLAS:66.01 BLEX:69.68
norwegian-nynorsklia-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.72 XPOS:100.00 UFeats:95.80 AllTags:93.85 Lemmas:98.14 UAS:81.42 LAS:76.84 CLAS:71.82 MLAS:66.23 BLEX:69.90
old_church_slavonic-proiel-ud-2.10-220711 raw_text Tokens:100.00 Sentences:41.43 Words:100.00 UPOS:96.72 XPOS:96.90 UFeats:90.37 AllTags:89.19 Lemmas:93.13 UAS:77.71 LAS:73.92 CLAS:73.28 MLAS:63.82 BLEX:68.87
old_church_slavonic-proiel-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.08 XPOS:97.28 UFeats:91.06 AllTags:89.93 Lemmas:93.14 UAS:88.30 LAS:84.18 CLAS:82.96 MLAS:74.01 BLEX:77.39
old_french-srcmf-ud-2.10-220711 raw_text Tokens:99.70 Sentences:100.00 Words:99.70 UPOS:96.68 XPOS:96.50 UFeats:97.70 AllTags:95.72 Lemmas:99.65 UAS:91.17 LAS:87.38 CLAS:84.45 MLAS:80.76 BLEX:84.40
old_french-srcmf-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.99 XPOS:96.82 UFeats:98.01 AllTags:96.03 Lemmas:99.95 UAS:91.58 LAS:87.82 CLAS:84.91 MLAS:81.20 BLEX:84.85
old_russian-torot-ud-2.10-220711 raw_text Tokens:100.00 Sentences:29.60 Words:100.00 UPOS:94.39 XPOS:94.70 UFeats:87.56 AllTags:85.23 Lemmas:85.92 UAS:71.00 LAS:65.32 CLAS:62.08 MLAS:51.64 BLEX:53.64
old_russian-torot-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:95.06 XPOS:95.29 UFeats:88.50 AllTags:86.60 Lemmas:85.96 UAS:83.30 LAS:77.24 CLAS:74.04 MLAS:64.09 BLEX:62.94
old_russian-rnc-ud-2.10-220711 raw_text Tokens:97.48 Sentences:84.03 Words:97.48 UPOS:90.94 XPOS:86.55 UFeats:76.51 AllTags:67.15 Lemmas:75.31 UAS:61.28 LAS:55.93 CLAS:50.40 MLAS:33.24 BLEX:34.04
old_russian-rnc-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:93.29 XPOS:88.93 UFeats:78.48 AllTags:68.86 Lemmas:76.77 UAS:67.13 LAS:61.08 CLAS:55.85 MLAS:37.15 BLEX:37.24
old_east_slavic-birchbark-ud-2.10-220711 raw_text Tokens:99.98 Sentences:16.73 Words:99.98 UPOS:89.24 XPOS:99.35 UFeats:76.11 AllTags:72.43 Lemmas:65.88 UAS:63.41 LAS:56.50 CLAS:47.89 MLAS:32.53 BLEX:27.14
old_east_slavic-birchbark-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:89.37 XPOS:99.37 UFeats:76.54 AllTags:72.82 Lemmas:66.05 UAS:76.31 LAS:69.00 CLAS:62.31 MLAS:41.63 BLEX:33.60
persian-perdt-ud-2.10-220711 raw_text Tokens:99.95 Sentences:99.83 Words:99.66 UPOS:97.48 XPOS:97.36 UFeats:97.61 AllTags:95.60 Lemmas:98.88 UAS:93.63 LAS:91.42 CLAS:89.56 MLAS:86.18 BLEX:88.66
persian-perdt-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.78 XPOS:97.65 UFeats:97.90 AllTags:95.89 Lemmas:99.19 UAS:94.18 LAS:91.95 CLAS:90.15 MLAS:86.72 BLEX:89.23
persian-seraji-ud-2.10-220711 raw_text Tokens:100.00 Sentences:98.75 Words:99.65 UPOS:97.91 XPOS:97.94 UFeats:97.95 AllTags:97.48 Lemmas:96.52 UAS:91.68 LAS:88.84 CLAS:86.21 MLAS:84.21 BLEX:82.83
persian-seraji-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.24 XPOS:98.28 UFeats:98.28 AllTags:97.78 Lemmas:96.80 UAS:92.36 LAS:89.48 CLAS:86.84 MLAS:84.82 BLEX:83.40
polish-pdb-ud-2.10-220711 raw_text Tokens:99.86 Sentences:97.33 Words:99.85 UPOS:98.89 XPOS:95.89 UFeats:96.11 AllTags:95.26 Lemmas:98.10 UAS:94.22 LAS:92.19 CLAS:90.37 MLAS:85.44 BLEX:88.36
polish-pdb-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:99.05 XPOS:96.03 UFeats:96.24 AllTags:95.40 Lemmas:98.24 UAS:94.72 LAS:92.69 CLAS:90.85 MLAS:85.83 BLEX:88.78
polish-lfg-ud-2.10-220711 raw_text Tokens:99.85 Sentences:99.65 Words:99.85 UPOS:99.00 XPOS:96.08 UFeats:96.57 AllTags:95.16 Lemmas:98.24 UAS:96.86 LAS:95.51 CLAS:94.27 MLAS:89.80 BLEX:92.34
polish-lfg-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:99.17 XPOS:96.25 UFeats:96.74 AllTags:95.33 Lemmas:98.38 UAS:97.25 LAS:95.89 CLAS:94.63 MLAS:90.19 BLEX:92.66
pomak-philotis-ud-2.10-220711 raw_text Tokens:99.98 Sentences:94.49 Words:99.98 UPOS:98.86 XPOS:99.98 UFeats:95.62 AllTags:95.30 Lemmas:96.67 UAS:88.24 LAS:83.26 CLAS:77.92 MLAS:71.19 BLEX:74.14
pomak-philotis-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.90 XPOS:100.00 UFeats:95.65 AllTags:95.33 Lemmas:96.69 UAS:88.68 LAS:83.75 CLAS:78.35 MLAS:71.48 BLEX:74.42
portuguese-gsd-ud-2.10-220711 raw_text Tokens:99.96 Sentences:97.28 Words:99.87 UPOS:98.51 XPOS:98.51 UFeats:99.74 AllTags:98.41 Lemmas:99.27 UAS:94.50 LAS:93.41 CLAS:90.57 MLAS:88.76 BLEX:89.96
portuguese-gsd-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.65 XPOS:98.64 UFeats:99.89 AllTags:98.55 Lemmas:99.40 UAS:94.90 LAS:93.81 CLAS:90.98 MLAS:89.23 BLEX:90.36
portuguese-bosque-ud-2.10-220711 raw_text Tokens:99.81 Sentences:89.89 Words:99.68 UPOS:97.87 XPOS:99.68 UFeats:96.95 AllTags:96.00 Lemmas:98.35 UAS:92.35 LAS:90.07 CLAS:86.41 MLAS:81.38 BLEX:84.69
portuguese-bosque-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.22 XPOS:100.00 UFeats:97.23 AllTags:96.28 Lemmas:98.66 UAS:93.50 LAS:91.16 CLAS:87.67 MLAS:82.47 BLEX:85.87
romanian-nonstandard-ud-2.10-220711 raw_text Tokens:98.83 Sentences:96.77 Words:98.83 UPOS:96.18 XPOS:91.87 UFeats:90.53 AllTags:89.18 Lemmas:94.90 UAS:88.85 LAS:84.82 CLAS:80.60 MLAS:68.21 BLEX:76.36
romanian-nonstandard-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.30 XPOS:92.86 UFeats:91.49 AllTags:90.10 Lemmas:95.99 UAS:90.57 LAS:86.50 CLAS:82.00 MLAS:69.69 BLEX:77.68
romanian-rrt-ud-2.10-220711 raw_text Tokens:99.71 Sentences:95.16 Words:99.71 UPOS:97.90 XPOS:97.21 UFeats:97.40 AllTags:96.98 Lemmas:97.96 UAS:91.97 LAS:88.44 CLAS:85.06 MLAS:81.66 BLEX:83.13
romanian-rrt-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.19 XPOS:97.45 UFeats:97.65 AllTags:97.22 Lemmas:98.22 UAS:92.72 LAS:89.13 CLAS:85.65 MLAS:82.15 BLEX:83.70
romanian-simonero-ud-2.10-220711 raw_text Tokens:99.84 Sentences:100.00 Words:99.84 UPOS:98.45 XPOS:97.97 UFeats:97.56 AllTags:97.25 Lemmas:98.91 UAS:94.08 LAS:92.13 CLAS:89.39 MLAS:85.52 BLEX:88.32
romanian-simonero-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.61 XPOS:98.12 UFeats:97.70 AllTags:97.40 Lemmas:99.07 UAS:94.42 LAS:92.45 CLAS:89.69 MLAS:85.81 BLEX:88.62
russian-syntagrus-ud-2.10-220711 raw_text Tokens:99.67 Sentences:98.31 Words:99.67 UPOS:98.46 XPOS:99.67 UFeats:93.96 AllTags:93.71 Lemmas:98.18 UAS:93.84 LAS:91.70 CLAS:90.59 MLAS:82.72 BLEX:88.90
russian-syntagrus-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.79 XPOS:100.00 UFeats:94.28 AllTags:94.03 Lemmas:98.46 UAS:94.56 LAS:92.39 CLAS:91.22 MLAS:83.28 BLEX:89.44
russian-gsd-ud-2.10-220711 raw_text Tokens:99.50 Sentences:96.49 Words:99.50 UPOS:98.11 XPOS:97.55 UFeats:94.71 AllTags:93.61 Lemmas:97.01 UAS:91.44 LAS:88.55 CLAS:87.58 MLAS:81.04 BLEX:84.62
russian-gsd-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.58 XPOS:97.98 UFeats:95.17 AllTags:94.01 Lemmas:97.43 UAS:92.67 LAS:89.69 CLAS:88.73 MLAS:82.00 BLEX:85.65
russian-taiga-ud-2.10-220711 raw_text Tokens:98.12 Sentences:86.33 Words:98.12 UPOS:95.65 XPOS:98.12 UFeats:93.13 AllTags:92.06 Lemmas:94.73 UAS:83.08 LAS:79.57 CLAS:77.24 MLAS:70.60 BLEX:73.88
russian-taiga-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.34 XPOS:100.00 UFeats:94.90 AllTags:93.72 Lemmas:96.37 UAS:85.64 LAS:81.92 CLAS:79.70 MLAS:72.82 BLEX:76.10
sanskrit-vedic-ud-2.10-220711 raw_text Tokens:100.00 Sentences:27.18 Words:100.00 UPOS:89.16 XPOS:100.00 UFeats:81.61 AllTags:76.76 Lemmas:87.05 UAS:60.92 LAS:50.04 CLAS:49.10 MLAS:41.66 BLEX:44.99
sanskrit-vedic-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:89.97 XPOS:100.00 UFeats:83.02 AllTags:78.34 Lemmas:87.34 UAS:73.74 LAS:62.01 CLAS:61.49 MLAS:52.00 BLEX:55.41
scottish_gaelic-arcosg-ud-2.10-220711 raw_text Tokens:99.62 Sentences:60.89 Words:97.47 UPOS:93.78 XPOS:89.29 UFeats:90.91 AllTags:88.21 Lemmas:95.08 UAS:81.24 LAS:75.60 CLAS:71.22 MLAS:62.73 BLEX:69.22
scottish_gaelic-arcosg-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.62 XPOS:92.24 UFeats:94.02 AllTags:91.39 Lemmas:97.59 UAS:87.33 LAS:81.65 CLAS:77.44 MLAS:69.25 BLEX:75.23
serbian-set-ud-2.10-220711 raw_text Tokens:99.99 Sentences:93.00 Words:99.99 UPOS:99.09 XPOS:96.00 UFeats:96.21 AllTags:95.75 Lemmas:97.76 UAS:93.63 LAS:91.20 CLAS:89.71 MLAS:83.76 BLEX:87.00
serbian-set-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:99.13 XPOS:96.01 UFeats:96.20 AllTags:95.75 Lemmas:97.78 UAS:94.26 LAS:91.80 CLAS:90.34 MLAS:84.32 BLEX:87.60
slovak-snk-ud-2.10-220711 raw_text Tokens:100.00 Sentences:81.69 Words:100.00 UPOS:97.65 XPOS:90.35 UFeats:93.50 AllTags:89.56 Lemmas:96.46 UAS:91.39 LAS:89.65 CLAS:88.34 MLAS:80.43 BLEX:84.44
slovak-snk-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.88 XPOS:90.55 UFeats:93.69 AllTags:89.80 Lemmas:96.50 UAS:93.91 LAS:92.08 CLAS:91.01 MLAS:82.89 BLEX:86.95
slovenian-ssj-ud-2.10-220711 raw_text Tokens:99.94 Sentences:98.95 Words:99.94 UPOS:98.97 XPOS:96.97 UFeats:97.15 AllTags:96.63 Lemmas:98.58 UAS:93.99 LAS:92.60 CLAS:90.45 MLAS:86.83 BLEX:88.91
slovenian-ssj-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:99.03 XPOS:97.02 UFeats:97.23 AllTags:96.69 Lemmas:98.63 UAS:94.15 LAS:92.76 CLAS:90.59 MLAS:86.99 BLEX:89.02
